	env_package.data.body_site	env_package.data.env_package	env_package.data.sample_name	env_package.id	env_package.name	env_package.type	library.data.file_checksum	library.data.file_name	library.data.investigation_type	library.data.metagenome_id	library.data.metagenome_name	library.data.misc_param	library.data.sample_name	library.data.seq_center	library.data.seq_meth	library.data.seq_model	library.data.seq_url	library.id	library.name	library.type	mixs.biome	mixs.collection_date	mixs.country	mixs.env_package_type	mixs.feature	mixs.latitude	mixs.location	mixs.longitude	mixs.material	mixs.PI_firstname	mixs.PI_lastname	mixs.project_id	mixs.project_name	mixs.seq_method	mixs.sequence_type	project.data.administrative-contact_PI_email	project.data.administrative-contact_PI_organization	project.data.administrative-contact_PI_organization_address	project.data.administrative-contact_PI_organization_country	project.data.administrative-contact_PI_organization_url	project.data.email	project.data.firstname	project.data.lastname	project.data.misc_param	project.data.organization	project.data.organization_address	project.data.organization_country	project.data.organization_url	project.data.PI_email	project.data.PI_firstname	project.data.PI_lastname	project.data.PI_organization	project.data.PI_organization_address	project.data.PI_organization_country	project.data.PI_organization_url	project.data.project_description	project.data.project_funding	project.data.project_name	project.data.project-description_project_description	project.data.project-description_project_name	project.id	project.name	project.public	sample.data.biome	sample.data.collection_date	sample.data.continent	sample.data.country	sample.data.env_package	sample.data.feature	sample.data.host_disease	sample.data.material	sample.data.misc_param	sample.data.sample_name	sample.data.temperature	sample.id	sample.name
mgm4472428.3	Supragingival plaque	human-oral	SRR060042	mge58961	SRR060042: human-oral	human-oral	b1bed44d3d491275cf614c394c28b533	SRR060042.fastq	metagenome	4472428.3	SRR060042	SRA020924,SRS053917,SRX023408	SRR060042	J. Craig Venter Institute		Illumina Genome Analyzer II	http://www.jcvi.org/	mgl58962	SRR060042	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA020924,SRS053917,SRX023408	SRR060042	37.5	mgs58960	SRR060042
mgm4472429.3	Posterior fornix	human-vaginal	SRR060043	mge58964	SRR060043: human-vaginal	human-vaginal	b5c48bb9ed6e19c845685634b7ed941b	SRR060043.fastq	metagenome	4472429.3	SRR060043	SRA020925,SRS052620,SRX023409	SRR060043	J. Craig Venter Institute		Illumina Genome Analyzer II	http://www.jcvi.org/	mgl58965	SRR060043	WGS	terrestrial biome	2009-01-01	United States of America	human-vaginal	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-vaginal	human-associated habitat	unknown	mucus	SRA020925,SRS052620,SRX023409	SRR060043	37.5	mgs58963	SRR060043
mgm4472430.3	Stool	human-gut	SRR060044	mge58967	SRR060044: human-gut	human-gut	f0d095477fa2efcb49bee9327489502a	SRR060044.fastq	metagenome	4472430.3	SRR060044	SRA020926,SRS045645,SRX023410	SRR060044	J. Craig Venter Institute		Illumina Genome Analyzer II	http://www.jcvi.org/	mgl58968	SRR060044	WGS	terrestrial biome	2009-01-01	United States of America	human-gut	human-associated habitat				feces	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-gut	human-associated habitat	healthy	feces	SRA020926,SRS045645,SRX023410	SRR060044	37.5	mgs58966	SRR060044
mgm4472431.3	Tongue dorsum	human-oral	SRR060075	mge58970	SRR060075: human-oral	human-oral	ce47a6229d1a34c2d83100b9f074f75a	SRR060075.fastq	metagenome	4472431.3	SRR060075	SRA020935,SRS024081,SRX023430	SRR060075	Baylor College of Medicine		Illumina Genome Analyzer II	http://www.bcm.edu/	mgl58971	SRR060075	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA020935,SRS024081,SRX023430	SRR060075	37.5	mgs58969	SRR060075
mgm4472432.3	Tongue dorsum	human-oral	SRR060076	mge58973	SRR060076: human-oral	human-oral	b44a613c59ffeb45aba9b24939ad6bee	SRR060076.fastq	metagenome	4472432.3	SRR060076	SRA020935,SRS024081,SRX023430	SRR060076	Baylor College of Medicine		Illumina Genome Analyzer II	http://www.bcm.edu/	mgl58974	SRR060076	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA020935,SRS024081,SRX023430	SRR060076	37.5	mgs58972	SRR060076
mgm4472433.3	Buccal mucosa	human-oral	SRR060077	mge58976	SRR060077: human-oral	human-oral	cebf0b665fcec09d071e440e6bb7f5e2	SRR060077.fastq	metagenome	4472433.3	SRR060077	SRA020936,SRS056157,SRX023431	SRR060077	Baylor College of Medicine		Illumina Genome Analyzer II	http://www.bcm.edu/	mgl58977	SRR060077	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA020936,SRS056157,SRX023431	SRR060077	37.5	mgs58975	SRR060077
mgm4472434.3	Buccal mucosa	human-oral	SRR060078	mge58979	SRR060078: human-oral	human-oral	66c7bcc9ae8496c3b0eaf5ea95c76bac	SRR060078.fastq	metagenome	4472434.3	SRR060078	SRA020936,SRS056157,SRX023431	SRR060078	Baylor College of Medicine		Illumina Genome Analyzer II	http://www.bcm.edu/	mgl58980	SRR060078	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA020936,SRS056157,SRX023431	SRR060078	37.5	mgs58978	SRR060078
mgm4472435.3	Posterior fornix	human-vaginal	SRR060079	mge58982	SRR060079: human-vaginal	human-vaginal	0d69cd53ae6b3da4f29dedb7fed696f7	SRR060079.fastq	metagenome	4472435.3	SRR060079	SRA020937,SRS042858,SRX023432	SRR060079	Baylor College of Medicine		Illumina Genome Analyzer II	http://www.bcm.edu/	mgl58983	SRR060079	WGS	terrestrial biome	2009-01-01	United States of America	human-vaginal	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-vaginal	human-associated habitat	healthy	mucus	SRA020937,SRS042858,SRX023432	SRR060079	37.5	mgs58981	SRR060079
mgm4472436.3	Posterior fornix	human-vaginal	SRR060080	mge58985	SRR060080: human-vaginal	human-vaginal	f193f49eca461ee94c30b9a7d45d79e2	SRR060080.fastq	metagenome	4472436.3	SRR060080	SRA020937,SRS042858,SRX023432	SRR060080	Baylor College of Medicine		Illumina Genome Analyzer II	http://www.bcm.edu/	mgl58986	SRR060080	WGS	terrestrial biome	2009-01-01	United States of America	human-vaginal	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-vaginal	human-associated habitat	healthy	mucus	SRA020937,SRS042858,SRX023432	SRR060080	37.5	mgs58984	SRR060080
mgm4472437.3	Tongue dorsum	human-oral	SRR060081	mge58988	SRR060081: human-oral	human-oral	d276de7fcc89e08188fd120ff1a7328b	SRR060081.fastq	metagenome	4472437.3	SRR060081	SRA020938,SRS048791,SRX023433	SRR060081	Baylor College of Medicine		Illumina Genome Analyzer II	http://www.bcm.edu/	mgl58989	SRR060081	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA020938,SRS048791,SRX023433	SRR060081	37.5	mgs58987	SRR060081
mgm4472438.3	Tongue dorsum	human-oral	SRR060082	mge58991	SRR060082: human-oral	human-oral	9cb1c2d945015fe614aff921c0c9fd07	SRR060082.fastq	metagenome	4472438.3	SRR060082	SRA020938,SRS048791,SRX023433	SRR060082	Baylor College of Medicine		Illumina Genome Analyzer II	http://www.bcm.edu/	mgl58992	SRR060082	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA020938,SRS048791,SRX023433	SRR060082	37.5	mgs58990	SRR060082
